cliente_id,respuesta,cobertura,genero,estado,prima_mensual,meses_sin_reclamo,meses_poliza,reclamos,polizas,poliza_tipo,canal
NJ88229,No,Basic,F,Single,71,31,19,0,2,Personal Auto,Branch
QW31435,No,Basic,M,Married,67,9,54,0,2,Personal Auto,Branch
DJ22229,No,Extended,F,Single,96,7,31,0,2,Personal Auto,Branch
MB12747,No,Extended,M,Married,83,19,30,0,2,Personal Auto,Branch
XQ50187,No,Extended,M,Single,85,13,74,0,1,Special Auto,Branch
WU62992,No,Extended,M,Married,124,3,64,1,1,Personal Auto,Agent
CE11667,Yes,Basic,M,Married,64,23,19,0,2,Corporate Auto,Web
BP53979,No,Basic,F,Single,64,23,70,1,1,Personal Auto,Agent
DM59806,No,Extended,F,Single,89,7,35,0,1,Personal Auto,Agent
LJ88616,No,Extended,M,Single,99,25,23,0,2,Personal Auto,Agent
TC82133,No,Basic,M,Married,70,11,80,4,5,Personal Auto,Branch
NW65065,Yes,Basic,F,Single,61,34,11,2,3,Corporate Auto,Web
LS17120,No,Extended,M,Single,83,25,34,3,1,Personal Auto,Agent
ZN96843,No,Basic,M,Single,67,3,54,0,1,Personal Auto,Branch
HZ98935,No,Basic,F,Single,68,20,44,1,7,Personal Auto,Agent
WG51330,No,Basic,M,Married,71,13,75,0,3,Corporate Auto,Call Center
DS58268,No,Basic,F,Divorced,115,19,60,0,9,Corporate Auto,Agent
SN27401,No,Premium,M,Single,112,30,29,1,3,Personal Auto,Agent
AI74959,Yes,Basic,M,Single,103,6,20,0,1,Personal Auto,Web
RC16862,No,Basic,M,Divorced,71,31,79,0,1,Corporate Auto,Agent
YP19985,No,Basic,M,Married,71,15,46,0,3,Corporate Auto,Call Center
SY29553,No,Basic,F,Married,73,14,36,2,1,Personal Auto,Agent
EM78211,Yes,Extended,F,Divorced,87,4,4,3,1,Special Auto,Agent
JL70559,No,Basic,F,Married,72,17,11,1,3,Personal Auto,Branch
IS95117,No,Basic,F,Married,74,23,68,0,7,Personal Auto,Agent
YU66872,No,Basic,F,Divorced,111,6,59,0,3,Personal Auto,Call Center
WK62379,No,Premium,F,Married,116,7,5,0,3,Personal Auto,Branch
WR85740,No,Basic,F,Married,71,28,76,0,2,Corporate Auto,Call Center
YY58769,No,Basic,M,Married,67,6,1,3,1,Personal Auto,Call Center
YK83904,No,Basic,F,Married,64,12,57,0,1,Personal Auto,Branch
IE36279,No,Basic,M,Divorced,71,11,12,0,1,Corporate Auto,Call Center
FT61724,No,Basic,F,Married,117,28,31,0,1,Personal Auto,Branch
YV63603,No,Extended,F,Married,84,5,11,0,5,Personal Auto,Agent
PT52001,No,Basic,F,Single,62,5,54,0,1,Corporate Auto,Agent
FM83188,No,Basic,F,Married,109,19,2,0,3,Corporate Auto,Call Center
RN96985,No,Basic,F,Single,100,27,58,0,2,Personal Auto,Branch
OA59724,No,Extended,F,Married,86,25,92,0,1,Corporate Auto,Call Center
LY83340,No,Basic,F,Married,65,17,50,0,2,Corporate Auto,Web
AX99820,No,Basic,F,Single,71,20,48,0,1,Personal Auto,Agent
MH13358,No,Basic,F,Single,73,8,90,0,1,Personal Auto,Agent
UQ51981,Yes,Basic,F,Single,113,12,59,0,7,Personal Auto,Agent
JQ60102,No,Basic,M,Married,111,6,51,0,4,Corporate Auto,Branch
CB52667,No,Basic,F,Married,65,29,20,0,9,Personal Auto,Call Center
YP29527,No,Basic,M,Married,103,34,80,0,5,Personal Auto,Agent
GW89349,No,Basic,M,Single,73,28,19,0,2,Corporate Auto,Call Center
ZD72991,No,Extended,M,Married,122,26,9,1,1,Personal Auto,Agent
CS51928,No,Basic,M,Married,112,18,74,0,1,Personal Auto,Branch
IJ18945,No,Extended,F,Married,78,15,27,0,1,Special Auto,Agent
EF21564,No,Basic,M,Single,110,0,0,0,1,Personal Auto,Agent
AY35539,Yes,Basic,F,Single,63,11,2,0,1,Personal Auto,Web
XJ96507,No,Basic,F,Married,106,0,60,5,3,Personal Auto,Web
ZG95780,No,Basic,M,Single,114,2,88,0,6,Personal Auto,Agent
GI55977,No,Basic,F,Married,61,13,90,0,1,Personal Auto,Call Center
BV63942,No,Premium,M,Married,111,23,19,0,3,Corporate Auto,Agent
PF81183,Yes,Extended,M,Married,136,35,93,0,1,Corporate Auto,Agent
HV16877,No,Basic,F,Married,68,10,10,0,1,Personal Auto,Call Center
XO92596,Yes,Extended,M,Single,86,21,35,0,3,Personal Auto,Agent
IQ73438,Yes,Basic,M,Single,72,12,61,0,6,Personal Auto,Call Center
FY74419,Yes,Extended,F,Married,138,20,11,0,1,Personal Auto,Agent
JQ30166,No,Premium,F,Married,119,3,52,5,2,Personal Auto,Branch
WC22220,Yes,Basic,M,Divorced,66,6,27,0,1,Corporate Auto,Agent
OT66924,No,Basic,F,Married,72,2,94,5,4,Personal Auto,Call Center
UC21019,No,Basic,M,Divorced,68,21,59,0,7,Personal Auto,Branch
YW88487,No,Basic,F,Married,187,6,49,0,1,Personal Auto,Agent
CA45756,No,Basic,F,Single,62,0,97,0,2,Corporate Auto,Call Center
JY42899,No,Basic,M,Single,71,9,94,0,3,Personal Auto,Agent
KM72781,No,Extended,F,Married,80,22,96,0,2,Personal Auto,Call Center
DV62119,No,Extended,F,Married,88,6,97,0,1,Personal Auto,Agent
DO12179,No,Basic,M,Married,62,27,0,3,1,Personal Auto,Call Center
ER20865,No,Premium,M,Married,111,2,72,2,7,Corporate Auto,Branch
YQ95507,No,Basic,F,Divorced,63,3,30,0,1,Personal Auto,Call Center
VW65691,No,Basic,F,Single,64,16,42,1,5,Personal Auto,Call Center
LL55780,No,Basic,F,Single,62,0,5,0,2,Corporate Auto,Agent
WK29536,No,Basic,F,Single,65,7,22,0,2,Personal Auto,Agent
UX87980,No,Extended,M,Single,77,30,93,3,1,Personal Auto,Web
TJ68521,No,Basic,M,Single,67,14,75,0,3,Personal Auto,Call Center
RJ57593,Yes,Basic,M,Married,67,29,39,0,2,Personal Auto,Agent
YI83073,Yes,Basic,F,Single,61,17,1,1,7,Personal Auto,Agent
QQ18636,No,Basic,F,Divorced,70,2,0,0,2,Corporate Auto,Web
JV23769,Yes,Basic,F,Married,69,2,70,1,1,Personal Auto,Web
PA19547,No,Basic,M,Married,119,9,90,1,1,Personal Auto,Agent
IH91478,No,Basic,F,Married,61,12,17,0,6,Personal Auto,Agent
OR78439,Yes,Basic,M,Married,109,23,45,0,4,Corporate Auto,Agent
CW15758,No,Basic,F,Married,115,14,33,0,4,Personal Auto,Agent
RY26286,No,Basic,M,Single,65,9,32,0,9,Corporate Auto,Agent
YP71513,No,Basic,M,Single,67,7,84,0,5,Personal Auto,Agent
CJ51511,Yes,Basic,F,Married,119,11,9,0,2,Corporate Auto,Agent
GQ11852,No,Premium,F,Married,170,10,4,2,3,Personal Auto,Call Center
TC29250,No,Basic,M,Single,108,7,54,0,4,Personal Auto,Branch
HX63408,No,Basic,M,Divorced,61,24,84,0,6,Corporate Auto,Branch
LJ15849,Yes,Extended,F,Married,88,4,83,0,1,Personal Auto,Branch
NC40609,No,Extended,M,Single,91,12,6,0,1,Corporate Auto,Call Center
JZ23377,No,Premium,F,Married,161,10,34,0,2,Personal Auto,Branch
TB17648,No,Basic,M,Married,65,1,55,2,1,Personal Auto,Web
OP68330,No,Extended,F,Married,96,31,64,1,3,Personal Auto,Agent
GO53814,No,Basic,F,Married,61,2,83,0,6,Corporate Auto,Branch
VW11431,No,Extended,F,Single,76,5,36,1,1,Personal Auto,Branch
FG96614,No,Extended,F,Married,95,15,42,0,2,Personal Auto,Agent
KQ98040,No,Extended,F,Married,99,2,57,0,3,Corporate Auto,Agent
DP23630,No,Basic,M,Single,73,6,19,0,2,Personal Auto,Agent
No31089,No,Extended,F,Married,79,6,0,0,1,Personal Auto,Call Center
TU15769,Yes,Basic,M,Married,67,19,50,0,2,Personal Auto,Branch
DA20791,No,Extended,M,Married,95,2,76,0,1,Personal Auto,Branch
AE89300,No,Basic,F,Single,104,8,74,0,3,Personal Auto,Agent
UE13511,No,Basic,F,Married,69,11,60,0,1,Corporate Auto,Agent
MS46793,Yes,Basic,M,Single,70,24,10,0,1,Personal Auto,Branch
ME22430,Yes,Basic,M,Single,69,3,92,0,1,Personal Auto,Agent
JZ28710,No,Basic,M,Married,65,6,35,0,7,Personal Auto,Call Center
HP80279,No,Basic,F,Single,105,3,12,0,4,Personal Auto,Branch
EH22538,No,Basic,M,Married,65,16,33,1,1,Personal Auto,Call Center
JP87331,No,Basic,M,Single,67,33,54,0,2,Personal Auto,Branch
VA89684,No,Basic,F,Married,61,24,95,0,1,Personal Auto,Agent
XS68865,No,Extended,M,Single,77,1,60,0,3,Personal Auto,Agent
IZ13533,No,Premium,M,Single,114,26,34,0,7,Personal Auto,Branch
JB47784,No,Basic,F,Single,68,19,45,0,9,Personal Auto,Call Center
LT79371,No,Basic,F,Married,65,24,47,0,1,Personal Auto,Agent
DE78840,No,Basic,F,Married,186,7,46,0,1,Personal Auto,Branch
PU25554,No,Basic,F,Married,72,33,53,0,1,Personal Auto,Agent
ZI47098,Yes,Premium,F,Divorced,119,34,74,2,2,Personal Auto,Call Center
CN53343,No,Extended,F,Single,81,26,58,0,1,Personal Auto,Branch
IN18876,No,Extended,F,Single,78,15,47,0,2,Special Auto,Web
FV38119,No,Extended,M,Married,135,1,98,0,9,Corporate Auto,Agent
YD89516,No,Basic,M,Single,66,1,61,0,9,Corporate Auto,Web
BN89470,No,Premium,M,Married,118,26,21,0,1,Special Auto,Agent
VZ64716,No,Extended,M,Married,96,32,34,1,2,Corporate Auto,Call Center
FU17577,No,Basic,F,Single,106,27,89,0,1,Personal Auto,Agent
QY37300,No,Basic,M,Married,112,3,88,1,2,Personal Auto,Branch
UI84849,No,Basic,M,Married,107,4,79,0,7,Personal Auto,Agent
MN81810,No,Basic,F,Single,73,2,55,1,1,Personal Auto,Agent
XN42396,No,Basic,M,Married,64,6,43,0,2,Personal Auto,Agent
VZ13840,No,Basic,M,Married,61,27,90,0,2,Corporate Auto,Call Center
NI27358,No,Basic,F,Married,181,7,80,1,1,Personal Auto,Branch
LO39834,Yes,Extended,F,Single,123,1,67,3,1,Personal Auto,Agent
WX18073,No,Extended,M,Married,88,16,28,2,7,Personal Auto,Branch
PG27422,No,Basic,F,Single,74,3,42,0,3,Corporate Auto,Web
AX56708,No,Basic,M,Divorced,68,1,69,0,9,Personal Auto,Agent
JI80257,No,Basic,F,Divorced,114,35,24,0,8,Personal Auto,Branch
EK95340,No,Premium,M,Divorced,105,8,29,0,5,Corporate Auto,Web
FS67856,Yes,Basic,M,Married,118,1,59,0,2,Personal Auto,Branch
JX27737,No,Premium,M,Married,117,11,35,2,2,Personal Auto,Agent
SY81273,No,Basic,M,Divorced,71,32,15,0,2,Personal Auto,Agent
FZ16327,No,Premium,F,Divorced,116,6,78,0,3,Personal Auto,Web
XC26395,No,Extended,M,Divorced,95,34,82,1,7,Personal Auto,Branch
HA72996,Yes,Basic,F,Married,108,28,10,0,1,Corporate Auto,Branch
WP51328,No,Basic,M,Single,68,21,72,5,5,Personal Auto,Branch
CP47989,No,Basic,F,Divorced,63,12,86,0,2,Corporate Auto,Web
JO75190,No,Basic,M,Married,110,25,59,0,7,Corporate Auto,Agent
AP47670,No,Basic,M,Married,63,6,9,0,1,Personal Auto,Call Center
BT61680,No,Basic,F,Single,103,8,99,0,2,Personal Auto,Agent
KX23022,No,Basic,M,Single,107,2,4,2,1,Corporate Auto,Agent
KB20508,No,Extended,M,Married,97,27,18,0,2,Special Auto,Branch
HU89665,No,Basic,F,Married,61,7,36,0,2,Personal Auto,Agent
HD12841,No,Basic,F,Married,68,17,62,0,5,Personal Auto,Call Center
AR63478,No,Basic,M,Single,65,22,39,0,2,Corporate Auto,Agent
UP90711,No,Basic,F,Single,72,26,98,0,1,Personal Auto,Call Center
EK58626,No,Basic,M,Single,105,3,30,0,1,Personal Auto,Web
CA14631,No,Extended,M,Married,86,20,52,3,3,Special Auto,Web
AU98438,No,Basic,F,Married,70,11,40,0,1,Personal Auto,Branch
RD96782,No,Basic,F,Married,70,28,77,1,3,Personal Auto,Branch
SY66568,No,Premium,F,Married,116,25,54,0,7,Corporate Auto,Branch
WE52979,Yes,Extended,F,Married,90,1,69,0,1,Personal Auto,Agent
PL56477,No,Basic,F,Married,73,8,6,0,1,Personal Auto,Branch
XK20264,No,Extended,F,Married,82,22,62,0,2,Personal Auto,Call Center
DV57698,No,Extended,F,Married,83,16,75,0,1,Personal Auto,Call Center
RD53171,No,Extended,F,Single,95,14,57,2,1,Personal Auto,Agent
PK23339,No,Extended,F,Married,85,9,76,0,1,Personal Auto,Call Center
GA74551,Yes,Basic,M,Married,66,25,3,0,2,Personal Auto,Agent
BS26376,Yes,Extended,M,Divorced,95,12,17,1,6,Corporate Auto,Agent
WW74234,No,Basic,F,Single,101,3,29,0,1,Personal Auto,Agent
UA26783,No,Basic,M,Single,68,10,36,0,7,Personal Auto,Call Center
DV38369,No,Basic,M,Single,101,7,19,0,4,Corporate Auto,Web
ZM42260,No,Basic,M,Married,101,26,42,0,5,Personal Auto,Agent
EB34435,No,Extended,M,Single,82,9,21,0,1,Corporate Auto,Call Center
QY41527,No,Basic,M,Married,109,13,25,3,1,Corporate Auto,Agent
WG61503,No,Basic,M,Married,71,33,7,0,2,Corporate Auto,Agent
TY59969,No,Basic,M,Single,62,19,89,0,1,Personal Auto,Agent
DO20853,No,Extended,F,Married,124,21,16,0,1,Corporate Auto,Branch
CD14267,No,Premium,M,Married,106,5,67,0,1,Corporate Auto,Web
WL40338,Yes,Basic,F,Married,65,10,56,1,3,Personal Auto,Agent
GV75215,No,Basic,F,Married,111,13,15,3,2,Corporate Auto,Agent
CN91738,No,Basic,M,Single,65,4,79,0,1,Personal Auto,Call Center
UR36951,No,Extended,M,Single,134,9,43,3,1,Personal Auto,Agent
JU87932,No,Basic,F,Married,73,29,93,0,1,Personal Auto,Web
IR50609,No,Premium,M,Divorced,101,1,19,0,1,Personal Auto,Agent
VI18029,No,Basic,M,Married,62,24,63,4,1,Personal Auto,Agent
CC46747,No,Extended,F,Single,76,2,66,0,2,Personal Auto,Agent
ZK58906,No,Premium,M,Married,140,34,56,0,2,Personal Auto,Call Center
SQ70457,No,Basic,M,Single,66,6,55,0,2,Personal Auto,Branch
ZA37110,No,Extended,F,Married,129,14,93,2,1,Personal Auto,Web
HH23204,Yes,Basic,F,Divorced,63,1,9,0,1,Personal Auto,Branch
IE29890,No,Basic,F,Divorced,113,6,35,1,5,Personal Auto,Branch
VO25412,No,Basic,F,Married,74,21,30,0,2,Special Auto,Agent
ME37051,No,Basic,M,Divorced,62,15,63,0,2,Personal Auto,Agent
DL17162,No,Extended,M,Married,83,24,16,0,2,Personal Auto,Web
DD27563,No,Extended,M,Single,80,4,82,0,3,Personal Auto,Agent
IA27050,No,Extended,F,Single,93,2,88,0,3,Personal Auto,Branch
UQ63751,No,Extended,F,Married,83,19,25,0,4,Personal Auto,Agent
MV26494,No,Extended,M,Married,98,23,7,0,1,Personal Auto,Web
EN89709,No,Basic,F,Married,65,17,44,0,1,Personal Auto,Agent
QN68814,No,Basic,M,Married,65,32,88,0,1,Corporate Auto,Agent
NE70831,No,Basic,F,Single,69,7,64,2,1,Personal Auto,Web
FV72595,No,Extended,M,Single,137,11,73,0,1,Personal Auto,Agent
VZ81004,No,Premium,F,Married,159,5,97,0,2,Personal Auto,Call Center
VM89271,No,Extended,M,Married,97,6,59,0,1,Personal Auto,Call Center
CL97519,No,Extended,M,Married,121,8,79,0,1,Personal Auto,Call Center
RN71166,No,Basic,F,Married,64,35,94,0,5,Personal Auto,Branch
PJ86059,No,Basic,F,Divorced,66,20,18,0,1,Corporate Auto,Call Center
BP34620,No,Basic,F,Married,74,0,99,1,3,Corporate Auto,Branch
HI58196,No,Extended,M,Single,92,16,56,0,1,Personal Auto,Branch
OZ58610,No,Basic,M,Single,109,30,87,0,4,Personal Auto,Branch
WC34456,No,Extended,F,Married,98,31,61,0,1,Personal Auto,Call Center
FC15606,No,Extended,F,Married,122,2,69,0,6,Personal Auto,Branch
UM99946,No,Extended,M,Divorced,98,25,87,0,7,Personal Auto,Agent
JG94795,No,Premium,F,Married,103,4,86,0,1,Special Auto,Agent
GD93408,No,Basic,F,Married,74,10,89,1,8,Corporate Auto,Branch
QO12561,No,Premium,M,Divorced,116,2,97,0,1,Personal Auto,Agent
VI12822,No,Basic,F,Married,65,14,30,0,1,Personal Auto,Branch
CT84535,Yes,Premium,M,Married,105,3,92,0,1,Personal Auto,Branch
NT36519,No,Basic,M,Married,105,16,70,1,4,Personal Auto,Branch
WT86597,Yes,Extended,M,Single,125,6,61,0,2,Personal Auto,Agent
ZJ27465,No,Basic,F,Divorced,119,12,16,0,2,Personal Auto,Agent
QF75939,No,Extended,F,Single,94,17,56,0,1,Personal Auto,Agent
MC73302,No,Basic,F,Married,69,21,1,0,8,Personal Auto,Agent
WE21182,Yes,Basic,M,Single,73,22,13,0,4,Personal Auto,Call Center
TD90906,No,Basic,F,Married,74,12,88,0,7,Personal Auto,Web
WB66665,Yes,Basic,F,Married,108,28,10,0,1,Corporate Auto,Branch
ZP26168,No,Basic,F,Single,66,11,74,0,2,Corporate Auto,Agent
ZG56744,Yes,Basic,M,Single,72,16,31,0,9,Personal Auto,Agent
BO81145,No,Basic,M,Single,104,31,6,0,8,Personal Auto,Call Center
BQ28323,No,Basic,F,Married,73,17,69,0,3,Personal Auto,Agent
WD38315,No,Basic,M,Single,61,7,1,0,4,Personal Auto,Agent
IS73434,No,Extended,F,Married,81,1,49,0,1,Corporate Auto,Agent
VO94890,No,Basic,M,Married,74,17,36,0,8,Personal Auto,Web
ZH43085,No,Basic,M,Single,63,8,87,0,1,Corporate Auto,Agent
HQ10502,No,Extended,M,Divorced,98,7,57,0,2,Personal Auto,Agent
SP46702,No,Extended,M,Single,99,15,84,0,2,Corporate Auto,Branch
JB60515,No,Basic,M,Married,63,24,80,0,1,Personal Auto,Branch
TK49887,No,Extended,F,Single,85,4,45,0,1,Personal Auto,Branch
EG16813,No,Basic,F,Divorced,69,4,23,0,7,Corporate Auto,Branch
SI13406,No,Extended,F,Married,87,35,48,0,1,Personal Auto,Agent
WC11272,No,Extended,F,Married,87,10,74,0,3,Personal Auto,Branch
TU27563,No,Extended,F,Married,94,29,89,1,1,Personal Auto,Branch
IL72707,Yes,Extended,F,Divorced,82,10,69,0,1,Personal Auto,Agent
DZ62350,No,Basic,M,Divorced,65,1,0,0,1,Personal Auto,Call Center
VV82891,Yes,Basic,F,Single,73,35,52,3,5,Personal Auto,Web
UQ41461,No,Basic,F,Divorced,63,10,6,4,3,Personal Auto,Call Center
NI58226,No,Basic,F,Married,68,6,47,0,1,Personal Auto,Web
VA78645,No,Basic,M,Single,67,29,49,1,1,Personal Auto,Branch
UY61301,No,Basic,M,Married,73,14,66,0,1,Personal Auto,Agent
XC25965,No,Extended,F,Single,128,18,5,1,2,Personal Auto,Agent
EB93628,No,Extended,F,Divorced,97,12,24,0,2,Personal Auto,Web
PK35830,No,Basic,M,Single,182,4,34,0,5,Personal Auto,Branch
KY98596,No,Basic,M,Married,63,23,38,0,3,Personal Auto,Branch
CI19819,No,Basic,M,Single,71,1,66,1,1,Personal Auto,Agent
TN82637,No,Basic,M,Married,64,2,24,5,2,Personal Auto,Branch
FA90739,No,Extended,M,Single,121,7,34,0,2,Corporate Auto,Call Center
FD62224,No,Extended,F,Single,133,24,46,0,2,Personal Auto,Agent
KE45653,No,Basic,F,Single,64,14,92,0,7,Personal Auto,Web
FC10193,No,Basic,F,Single,69,34,15,0,2,Personal Auto,Branch
DO48835,No,Basic,M,Single,198,33,55,1,3,Corporate Auto,Call Center
VK44934,No,Basic,M,Married,119,14,37,4,3,Personal Auto,Agent
XB89264,No,Basic,F,Married,66,34,74,0,3,Corporate Auto,Agent
XL49151,No,Extended,M,Single,76,9,31,1,1,Corporate Auto,Branch
FG42635,No,Extended,M,Married,139,17,24,4,5,Personal Auto,Agent
FE12805,No,Premium,F,Married,186,5,10,3,1,Personal Auto,Call Center
GT17701,No,Extended,F,Divorced,77,14,48,0,1,Personal Auto,Web
CH76379,No,Basic,M,Single,61,21,13,0,3,Personal Auto,Agent
QT77453,No,Extended,F,Divorced,132,26,27,0,1,Corporate Auto,Agent
BS90503,No,Basic,F,Married,67,2,25,0,5,Personal Auto,Web
MX93376,No,Basic,F,Divorced,64,17,7,1,2,Personal Auto,Call Center
KT54608,Yes,Basic,M,Divorced,66,7,56,0,1,Corporate Auto,Agent
CY18875,No,Extended,F,Single,78,22,3,0,2,Personal Auto,Web
YT74573,Yes,Extended,M,Single,126,12,4,0,2,Personal Auto,Agent
WL46640,No,Basic,M,Single,115,34,40,0,1,Corporate Auto,Agent
CY49953,No,Extended,F,Single,79,30,25,0,1,Special Auto,Branch
FD72269,No,Basic,F,Married,72,20,49,0,4,Personal Auto,Agent
RE29039,No,Basic,F,Married,65,18,48,0,2,Personal Auto,Agent
TA35356,No,Extended,F,Married,239,12,11,0,1,Personal Auto,Branch
HS88081,No,Extended,F,Married,81,14,42,0,4,Corporate Auto,Branch
SM52948,No,Basic,F,Married,110,27,84,3,7,Personal Auto,Branch
ZL30083,Yes,Basic,M,Married,119,9,8,0,3,Personal Auto,Web
MP22051,No,Basic,M,Married,66,13,98,0,1,Personal Auto,Branch
OF38237,No,Basic,F,Married,61,0,76,0,4,Personal Auto,Call Center
KL27677,No,Extended,F,Married,90,32,70,0,2,Personal Auto,Branch
NX58648,No,Basic,F,Married,73,30,11,0,8,Personal Auto,Web
WP19664,No,Basic,M,Married,116,20,39,0,1,Personal Auto,Call Center
LB83807,No,Premium,M,Single,106,16,39,0,9,Personal Auto,Agent
EL44544,No,Basic,F,Divorced,66,5,74,0,2,Corporate Auto,Agent
ST99840,No,Basic,F,Divorced,71,14,62,0,2,Corporate Auto,Call Center
ZS15062,No,Extended,M,Single,82,14,99,1,2,Personal Auto,Web
RJ68578,No,Basic,M,Married,101,20,44,0,5,Corporate Auto,Web
AE74442,No,Basic,F,Married,61,18,93,0,2,Corporate Auto,Agent
TF80571,No,Premium,M,Single,185,34,20,3,1,Corporate Auto,Web
YH31618,No,Premium,F,Single,105,27,42,0,4,Corporate Auto,Branch
HZ39407,No,Basic,M,Divorced,71,22,69,0,1,Personal Auto,Agent
GX38439,No,Extended,F,Single,129,2,72,0,1,Personal Auto,Web
FF65294,No,Extended,M,Married,87,14,34,2,2,Personal Auto,Branch
GC40999,Yes,Basic,M,Divorced,66,13,43,0,2,Personal Auto,Web
BA87048,No,Basic,M,Single,68,19,53,0,3,Personal Auto,Agent
DE23903,No,Basic,F,Married,73,5,98,1,3,Personal Auto,Call Center
UP30859,No,Basic,F,Divorced,64,17,68,0,2,Special Auto,Branch
PY17715,No,Extended,F,Single,86,25,44,0,1,Corporate Auto,Agent
NU22358,Yes,Basic,F,Married,64,5,80,0,6,Special Auto,Agent
BR77413,Yes,Basic,M,Married,118,31,83,0,1,Personal Auto,Agent
FI17798,No,Basic,M,Married,71,7,87,0,1,Personal Auto,Agent
KN32615,No,Extended,F,Single,126,2,96,2,1,Personal Auto,Branch
EB86696,No,Basic,M,Married,119,0,71,0,1,Special Auto,Call Center
YB14965,No,Basic,M,Married,114,5,83,0,2,Personal Auto,Agent
ZD42550,No,Basic,F,Divorced,65,21,21,0,2,Corporate Auto,Call Center
FI61655,No,Basic,M,Married,65,0,29,0,1,Corporate Auto,Branch
PC30692,No,Basic,M,Single,115,33,0,0,3,Personal Auto,Branch
EK71077,No,Basic,F,Married,61,11,39,0,2,Corporate Auto,Agent
ED91989,No,Basic,M,Married,107,13,17,0,5,Personal Auto,Branch
JH58573,No,Basic,M,Married,68,32,72,0,2,Personal Auto,Call Center
YP75411,No,Basic,M,Single,69,15,9,0,2,Personal Auto,Agent
FV33188,Yes,Basic,M,Single,69,3,92,0,1,Personal Auto,Agent
ZQ94561,No,Basic,M,Married,74,26,3,0,1,Corporate Auto,Branch
JZ16164,No,Extended,F,Married,132,0,20,0,1,Personal Auto,Agent
MU63232,No,Extended,M,Single,137,24,28,0,1,Personal Auto,Agent
CG13512,No,Basic,M,Married,62,26,34,0,2,Personal Auto,Agent
ZR86524,No,Basic,F,Married,74,15,6,1,3,Corporate Auto,Call Center
UG38549,No,Extended,F,Single,83,12,97,0,2,Personal Auto,Agent
HJ37943,No,Premium,F,Married,110,13,52,0,2,Personal Auto,Agent
QA72881,Yes,Basic,M,Married,109,23,45,0,4,Personal Auto,Agent
BL54814,No,Basic,M,Married,61,0,78,0,5,Personal Auto,Agent
MG72449,No,Basic,F,Divorced,66,15,99,0,3,Personal Auto,Call Center
VR66049,Yes,Extended,M,Married,84,33,70,0,7,Corporate Auto,Agent
KC17606,No,Basic,F,Married,66,21,88,0,3,Personal Auto,Web
LB12820,No,Extended,M,Single,86,21,88,0,3,Corporate Auto,Agent
ZH30674,No,Premium,M,Married,105,18,48,0,9,Personal Auto,Agent
HX96638,No,Basic,M,Single,67,33,21,2,1,Personal Auto,Agent
TT20057,No,Extended,M,Divorced,136,15,67,0,5,Personal Auto,Branch
AM26598,No,Basic,F,Married,72,7,92,0,1,Personal Auto,Agent
AY73718,No,Basic,F,Single,66,11,85,0,3,Personal Auto,Agent
EL11108,No,Basic,F,Married,117,10,41,0,2,Personal Auto,Branch
FA15811,No,Extended,F,Married,78,3,78,0,2,Personal Auto,Branch
BA51898,No,Basic,M,Married,114,33,12,0,1,Special Auto,Branch
PP30874,No,Extended,F,Married,91,10,30,2,1,Personal Auto,Agent
MN74944,No,Extended,M,Married,80,6,74,0,9,Personal Auto,Branch
FK94501,No,Basic,F,Married,102,20,46,0,3,Personal Auto,Web
HZ84382,No,Premium,M,Single,104,6,33,0,3,Personal Auto,Call Center
FA89548,No,Basic,M,Married,67,16,92,0,1,Personal Auto,Branch
GD29440,Yes,Basic,M,Divorced,71,13,24,0,1,Personal Auto,Web
DE21910,No,Extended,F,Married,92,22,92,0,6,Personal Auto,Agent
CH50584,No,Basic,M,Divorced,102,17,7,0,2,Personal Auto,Call Center
JV97593,No,Extended,F,Married,83,15,80,1,6,Personal Auto,Agent
ND68993,Yes,Basic,F,Divorced,106,18,95,0,2,Personal Auto,Web
YT46746,No,Extended,F,Married,82,15,84,0,8,Personal Auto,Branch
RF94484,Yes,Basic,F,Single,63,29,51,0,9,Corporate Auto,Web
No19664,No,Basic,F,Married,71,30,70,0,5,Personal Auto,Branch
BA97018,No,Extended,M,Single,93,4,41,0,7,Personal Auto,Web
HY16703,No,Extended,M,Single,92,8,25,0,3,Personal Auto,Agent
MA15172,Yes,Premium,F,Married,271,20,40,0,1,Personal Auto,Agent
WO81184,No,Basic,M,Single,69,1,2,3,5,Special Auto,Agent
FX39582,No,Extended,M,Single,131,7,36,0,1,Personal Auto,Web
ZG23976,No,Premium,F,Married,107,9,45,0,3,Personal Auto,Web
WE25756,No,Extended,M,Divorced,93,2,63,0,3,Personal Auto,Agent
AP59947,No,Basic,F,Married,64,3,80,0,2,Corporate Auto,Call Center
JG31799,No,Extended,F,Single,76,14,63,1,2,Personal Auto,Call Center
XY28151,No,Basic,F,Single,68,10,81,0,1,Corporate Auto,Call Center
ZB72138,No,Basic,M,Married,112,25,58,0,3,Personal Auto,Agent
OP52966,No,Basic,M,Married,61,32,7,0,3,Personal Auto,Agent
TG67664,Yes,Extended,F,Divorced,87,4,4,3,1,Personal Auto,Agent
DH14632,No,Basic,F,Single,113,1,60,0,5,Personal Auto,Call Center
QN26812,No,Basic,M,Single,64,34,64,0,6,Personal Auto,Agent
PD97837,No,Basic,M,Married,62,29,72,0,1,Corporate Auto,Web
LX67597,No,Basic,M,Single,72,29,86,0,4,Personal Auto,Agent
