 satisfaccion , evaluacion ,numero_proyecto, horas_mensuales , antiguedad_empresa ,accidentes,promocionado,departamento,nivel_salario,abandono
 0.82 , 0.93 ,3, 247.00 , 3.00 ,0,0,tecnico,intermedio,No
 0.88 , 0.85 ,3, 220.00 , 3.00 ,0,0,gerencia,intermedio,No
 0.89 , 0.91 ,3, 233.00 , 2.00 ,0,0,IT,intermedio,No
 1.00 , 0.79 ,5, 171.00 , 5.00 ,0,0,IT,intermedio,No
 0.66 , 0.91 ,4, 234.00 , 2.00 ,1,0,IT,intermedio,No
 0.76 , 0.92 ,3, 176.00 , 2.00 ,0,0,IT,intermedio,No
 0.80 , 0.62 ,5, 190.00 , 4.00 ,1,0,IT,intermedio,No
 0.58 , 0.86 ,4, 168.00 , 2.00 ,0,0,producto,intermedio,No
 0.73 , 0.93 ,3, 205.00 , 3.00 ,0,0,producto,alto,No
 1.00 , 0.73 ,5, 189.00 , 3.00 ,1,0,producto,bajo,No
 0.18 , 0.90 ,4, 282.00 , 4.00 ,0,0,producto,intermedio,No
 0.47 , 0.46 ,2, 152.00 , 2.00 ,0,0,IT,intermedio,No
 0.92 , 0.64 ,4, 217.00 , 4.00 ,0,0,laboratorio,intermedio,No
 0.51 , 0.50 ,4, 130.00 , 3.00 ,0,0,laboratorio,intermedio,No
 0.81 , 0.62 ,4, 153.00 , 4.00 ,0,0,laboratorio,bajo,No
 0.52 , 0.57 ,3, 270.00 , 3.00 ,0,0,laboratorio,bajo,No
 0.95 , 0.96 ,3, 220.00 , 3.00 ,0,0,laboratorio,bajo,No
 0.93 , 0.64 ,4, 253.00 , 3.00 ,0,0,laboratorio,bajo,No
 0.98 , 0.67 ,4, 209.00 , 6.00 ,0,0,marketing,bajo,No
 0.79 , 0.79 ,4, 231.00 , 2.00 ,0,0,ventas,bajo,No
 0.99 , 0.73 ,4, 240.00 , 4.00 ,0,0,contabilidad,bajo,No
 0.64 , 0.90 ,5, 266.00 , 3.00 ,0,0,soporte,bajo,No
 0.54 , 0.44 ,3, 153.00 , 2.00 ,0,0,tecnico,bajo,No
 0.79 , 0.59 ,4, 187.00 , 2.00 ,0,0,gerencia,bajo,No
 0.55 , 0.98 ,4, 185.00 , 2.00 ,1,0,marketing,bajo,No
 0.18 , 0.81 ,4, 147.00 , 4.00 ,0,0,marketing,bajo,No
 0.56 , 0.81 ,4, 188.00 , 3.00 ,1,0,marketing,bajo,No
 0.92 , 0.67 ,2, 252.00 , 2.00 ,0,0,ventas,bajo,No
 0.99 , 0.75 ,4, 163.00 , 2.00 ,0,0,ventas,bajo,No
 0.77 , 0.85 ,4, 189.00 , 2.00 ,0,0,ventas,bajo,No
 0.49 , 0.52 ,3, 156.00 , 2.00 ,0,0,ventas,bajo,No
 0.98 , 0.58 ,3, 183.00 , 3.00 ,0,0,ventas,bajo,No
 0.18 , 0.54 ,6, 209.00 , 5.00 ,1,0,ventas,bajo,No
 0.80 , 0.82 ,4, 271.00 , 4.00 ,0,0,ventas,bajo,No
 0.81 , 0.77 ,5, 251.00 , 2.00 ,0,0,ventas,bajo,No
 0.13 , 0.61 ,5, 198.00 , 5.00 ,0,0,ventas,intermedio,No
 0.58 , 0.97 ,3, 274.00 , 4.00 ,1,1,ventas,intermedio,No
 0.75 , 0.63 ,4, 209.00 , 3.00 ,0,1,ventas,intermedio,No
 0.80 , 0.94 ,4, 271.00 , 4.00 ,0,1,ventas,intermedio,No
 0.78 , 0.60 ,4, 143.00 , 2.00 ,0,1,ventas,intermedio,No
 0.92 , 0.60 ,5, 236.00 , 3.00 ,1,1,ventas,intermedio,No
 0.85 , 0.98 ,5, 222.00 , 3.00 ,0,1,ventas,intermedio,No
 0.52 , 0.63 ,3, 233.00 , 3.00 ,0,1,ventas,intermedio,No
 0.95 , 0.84 ,3, 270.00 , 3.00 ,1,1,ventas,intermedio,No
 0.81 , 0.92 ,5, 258.00 , 3.00 ,0,1,ventas,intermedio,No
 0.16 , 0.82 ,6, 202.00 , 4.00 ,1,1,ventas,intermedio,No
 0.91 , 0.74 ,3, 150.00 , 2.00 ,0,0,contabilidad,intermedio,No
 0.62 , 0.51 ,4, 193.00 , 3.00 ,0,0,contabilidad,alto,No
 0.24 , 0.42 ,5, 210.00 , 5.00 ,0,0,contabilidad,bajo,No
 0.88 , 0.51 ,3, 208.00 , 3.00 ,0,0,recursos_humanos,intermedio,No
 0.94 , 0.73 ,3, 196.00 , 3.00 ,0,0,recursos_humanos,intermedio,No
 0.76 , 0.79 ,5, 187.00 , 4.00 ,0,0,recursos_humanos,intermedio,No
 0.49 , 0.67 ,3, 140.00 , 2.00 ,0,0,recursos_humanos,intermedio,No
 0.93 , 0.90 ,4, 256.00 , 4.00 ,0,0,tecnico,bajo,No
 0.92 , 0.66 ,4, 113.00 , 3.00 ,0,0,tecnico,bajo,No
 0.19 , 0.94 ,4, 196.00 , 5.00 ,0,0,tecnico,bajo,No
 0.66 , 0.76 ,3, 170.00 , 3.00 ,0,0,tecnico,bajo,No
 0.16 , 0.94 ,4, 261.00 , 6.00 ,0,0,tecnico,bajo,No
 0.83 , 0.99 ,5, 132.00 , 3.00 ,0,0,tecnico,bajo,No
 0.69 , 0.53 ,3, 153.00 , 3.00 ,0,0,tecnico,bajo,No
 0.82 , 0.53 ,3, 147.00 , 3.00 ,1,0,tecnico,bajo,No
 0.88 , 0.72 ,5, 244.00 , 2.00 ,0,0,tecnico,bajo,No
 0.31 , 0.42 ,4, 108.00 , 4.00 ,0,0,tecnico,bajo,No
 0.83 , 0.49 ,4, 218.00 , 2.00 ,0,0,tecnico,bajo,No
 0.94 , 0.52 ,5, 133.00 , 3.00 ,0,0,soporte,bajo,No
 0.65 , 0.79 ,5, 233.00 , 3.00 ,0,0,soporte,bajo,No
 0.60 , 0.60 ,4, 147.00 , 3.00 ,0,0,soporte,bajo,No
 0.52 , 0.43 ,3, 176.00 , 3.00 ,0,0,soporte,bajo,No
 0.66 , 0.89 ,4, 169.00 , 4.00 ,0,0,soporte,bajo,No
 0.87 , 0.87 ,4, 144.00 , 3.00 ,0,0,soporte,bajo,No
 0.20 , 0.99 ,5, 151.00 , 3.00 ,1,0,soporte,bajo,No
 0.63 , 0.91 ,4, 252.00 , 3.00 ,1,0,soporte,intermedio,No
 0.69 , 0.98 ,4, 180.00 , 3.00 ,0,0,soporte,intermedio,No
 0.48 , 0.61 ,3, 251.00 , 3.00 ,0,0,soporte,intermedio,No
 0.80 , 0.80 ,4, 263.00 , 4.00 ,0,0,soporte,intermedio,No
 0.89 , 0.74 ,5, 260.00 , 6.00 ,0,0,tecnico,intermedio,No
 0.67 , 0.63 ,3, 227.00 , 3.00 ,0,0,tecnico,intermedio,No
 0.37 , 0.86 ,6, 260.00 , 3.00 ,0,0,tecnico,intermedio,No
 0.93 , 0.61 ,5, 158.00 , 3.00 ,0,0,gerencia,intermedio,No
 0.69 , 0.52 ,3, 186.00 , 3.00 ,0,0,IT,intermedio,No
 0.16 , 0.61 ,4, 171.00 , 6.00 ,0,0,IT,intermedio,No
 0.81 , 0.55 ,3, 199.00 , 2.00 ,1,0,IT,intermedio,No
 0.97 , 0.63 ,5, 258.00 , 2.00 ,0,0,IT,intermedio,No
 0.77 , 0.59 ,4, 273.00 , 2.00 ,0,0,IT,alto,No
 0.75 , 0.78 ,2, 259.00 , 3.00 ,0,0,producto,bajo,No
 0.88 , 0.82 ,3, 265.00 , 3.00 ,0,0,producto,intermedio,No
 0.43 , 0.51 ,5, 168.00 , 4.00 ,0,0,producto,intermedio,No
 0.99 , 0.99 ,4, 163.00 , 4.00 ,0,0,producto,intermedio,No
 0.59 , 0.65 ,5, 265.00 , 3.00 ,0,0,IT,intermedio,No
 0.89 , 0.71 ,4, 190.00 , 3.00 ,0,0,laboratorio,bajo,No
 0.54 , 0.73 ,3, 157.00 , 3.00 ,0,0,laboratorio,bajo,No
 0.32 , 0.86 ,4, 266.00 , 4.00 ,0,0,laboratorio,bajo,No
 0.17 , 0.55 ,6, 240.00 , 6.00 ,0,0,laboratorio,bajo,No
 0.78 , 0.55 ,3, 143.00 , 3.00 ,0,0,laboratorio,bajo,No
 0.73 , 0.68 ,3, 121.00 , 5.00 ,0,0,laboratorio,bajo,No
 0.65 , 0.76 ,2, 170.00 , 5.00 ,0,0,IT,bajo,No
 0.80 , 0.71 ,4, 161.00 , 4.00 ,0,0,IT,bajo,No
 0.61 , 0.86 ,3, 239.00 , 3.00 ,0,0,IT,bajo,No
 0.67 , 0.49 ,3, 224.00 , 3.00 ,0,0,IT,bajo,No
 0.63 , 0.57 ,3, 242.00 , 3.00 ,0,0,producto,bajo,No
 0.51 , 0.58 ,4, 140.00 , 2.00 ,1,0,producto,bajo,No
 0.82 , 0.59 ,5, 170.00 , 3.00 ,0,0,producto,bajo,No
 0.79 , 0.67 ,5, 156.00 , 2.00 ,0,0,producto,bajo,No
 0.49 , 0.60 ,2, 113.00 , 5.00 ,0,0,IT,bajo,No
 0.70 , 0.59 ,3, 138.00 , 3.00 ,0,0,laboratorio,bajo,No
 0.13 , 0.50 ,3, 137.00 , 5.00 ,0,0,laboratorio,bajo,No
 0.83 , 0.52 ,5, 217.00 , 3.00 ,0,0,laboratorio,bajo,No
 0.83 , 0.91 ,3, 155.00 , 3.00 ,0,0,laboratorio,bajo,No
 0.19 , 0.83 ,5, 280.00 , 4.00 ,0,0,laboratorio,bajo,No
 0.80 , 0.81 ,5, 248.00 , 2.00 ,1,0,laboratorio,bajo,No
 0.49 , 0.67 ,2, 190.00 , 8.00 ,0,0,marketing,intermedio,No
 0.92 , 0.99 ,3, 176.00 , 8.00 ,0,0,ventas,intermedio,No
 0.81 , 0.55 ,4, 217.00 , 8.00 ,0,0,contabilidad,intermedio,No
 0.62 , 0.91 ,3, 269.00 , 8.00 ,0,0,soporte,intermedio,No
 0.21 , 0.70 ,3, 238.00 , 8.00 ,0,0,tecnico,intermedio,No
 0.95 , 0.74 ,5, 243.00 , 6.00 ,0,0,gerencia,intermedio,No
 0.51 , 0.80 ,4, 198.00 , 6.00 ,0,0,marketing,intermedio,No
 0.52 , 0.89 ,3, 188.00 , 6.00 ,0,0,marketing,intermedio,No
 0.64 , 0.56 ,3, 257.00 , 6.00 ,0,0,marketing,intermedio,No
 0.62 , 0.79 ,4, 268.00 , 6.00 ,0,0,ventas,intermedio,No
 0.73 , 0.88 ,5, 233.00 , 4.00 ,1,0,ventas,intermedio,No
 0.32 , 0.86 ,4, 214.00 , 5.00 ,0,0,ventas,intermedio,No
 0.78 , 0.96 ,2, 285.00 , 3.00 ,0,0,ventas,alto,No
 0.65 , 0.91 ,4, 224.00 , 2.00 ,1,0,ventas,bajo,No
 0.56 , 0.92 ,4, 224.00 , 3.00 ,0,0,ventas,intermedio,No
 0.96 , 0.89 ,3, 142.00 , 4.00 ,0,0,ventas,intermedio,No
 0.79 , 0.82 ,4, 220.00 , 3.00 ,0,0,ventas,intermedio,No
 0.66 , 0.58 ,4, 244.00 , 3.00 ,0,0,ventas,intermedio,No
 0.67 , 0.68 ,4, 171.00 , 3.00 ,0,0,ventas,bajo,No
 0.86 , 0.82 ,4, 274.00 , 2.00 ,1,0,ventas,bajo,No
 0.57 , 0.72 ,4, 214.00 , 2.00 ,1,0,ventas,bajo,No
 0.86 , 0.87 ,5, 171.00 , 2.00 ,0,0,ventas,bajo,No
 0.52 , 0.59 ,5, 150.00 , 2.00 ,0,0,ventas,bajo,No
 0.73 , 0.61 ,4, 260.00 , 2.00 ,1,0,ventas,bajo,No
 0.78 , 0.63 ,5, 259.00 , 3.00 ,0,0,ventas,bajo,No
 0.95 , 0.63 ,3, 153.00 , 2.00 ,0,0,ventas,bajo,No
 0.75 , 0.61 ,3, 263.00 , 3.00 ,0,0,ventas,bajo,No
 0.83 , 0.52 ,2, 149.00 , 2.00 ,1,0,ventas,bajo,No
 0.48 , 1.00 ,4, 261.00 , 3.00 ,0,0,contabilidad,bajo,No
 0.30 , 0.58 ,2, 189.00 , 4.00 ,1,0,contabilidad,bajo,No
 0.72 , 0.85 ,5, 237.00 , 4.00 ,0,0,contabilidad,bajo,No
 0.61 , 0.52 ,3, 224.00 , 3.00 ,0,0,recursos_humanos,bajo,No
 0.31 , 0.87 ,6, 240.00 , 3.00 ,1,0,recursos_humanos,bajo,No
 0.62 , 0.81 ,3, 245.00 , 2.00 ,1,0,recursos_humanos,bajo,No
 0.48 , 0.49 ,3, 268.00 , 3.00 ,0,0,recursos_humanos,bajo,No
 0.97 , 0.89 ,4, 208.00 , 2.00 ,1,0,tecnico,bajo,No
 0.61 , 0.83 ,4, 153.00 , 2.00 ,0,0,tecnico,bajo,No
 0.93 , 0.99 ,3, 169.00 , 3.00 ,0,0,tecnico,bajo,No
 0.89 , 0.39 ,5, 218.00 , 2.00 ,0,0,tecnico,bajo,No
 0.95 , 0.90 ,3, 155.00 , 3.00 ,0,0,tecnico,intermedio,No
 0.36 , 0.44 ,5, 155.00 , 3.00 ,0,0,tecnico,intermedio,No
 0.29 , 0.39 ,6, 105.00 , 6.00 ,0,0,tecnico,intermedio,No
 0.65 , 0.83 ,4, 251.00 , 2.00 ,0,0,tecnico,intermedio,No
 0.72 , 0.54 ,4, 219.00 , 2.00 ,0,0,tecnico,intermedio,No
 0.51 , 0.56 ,4, 198.00 , 2.00 ,1,0,tecnico,intermedio,No
 0.54 , 0.53 ,4, 158.00 , 2.00 ,0,0,tecnico,intermedio,No
 0.66 , 0.58 ,3, 157.00 , 2.00 ,0,0,soporte,intermedio,No
 0.59 , 0.54 ,4, 178.00 , 2.00 ,0,0,soporte,intermedio,No
 0.45 , 0.48 ,3, 145.00 , 2.00 ,0,0,soporte,intermedio,No
 0.15 , 0.91 ,5, 230.00 , 3.00 ,0,0,soporte,intermedio,No
 0.95 , 0.53 ,3, 174.00 , 3.00 ,0,0,soporte,intermedio,No
 0.49 , 0.59 ,5, 140.00 , 3.00 ,0,0,soporte,alto,No
 0.68 , 0.97 ,3, 174.00 , 2.00 ,0,0,soporte,bajo,No
 0.70 , 0.76 ,4, 173.00 , 2.00 ,0,0,soporte,intermedio,No
 0.90 , 0.73 ,2, 203.00 , 4.00 ,0,0,soporte,intermedio,No
 0.94 , 0.95 ,5, 170.00 , 3.00 ,0,0,soporte,intermedio,No
 0.80 , 0.86 ,3, 203.00 , 3.00 ,0,0,soporte,intermedio,No
 0.59 , 0.53 ,5, 169.00 , 3.00 ,0,0,tecnico,bajo,No
 0.43 , 0.96 ,3, 109.00 , 6.00 ,0,0,tecnico,bajo,No
 0.70 , 0.54 ,5, 263.00 , 3.00 ,0,0,tecnico,bajo,No
 0.51 , 0.62 ,4, 185.00 , 3.00 ,0,0,gerencia,bajo,No
 0.12 , 0.49 ,4, 191.00 , 5.00 ,0,0,IT,bajo,No
 0.14 , 0.56 ,5, 259.00 , 4.00 ,1,0,IT,bajo,No
 0.86 , 0.91 ,4, 253.00 , 3.00 ,0,0,IT,bajo,No
 0.97 , 0.50 ,3, 216.00 , 3.00 ,0,0,IT,bajo,No
 1.00 , 0.86 ,2, 264.00 , 3.00 ,0,0,IT,intermedio,No
 0.49 , 0.63 ,3, 181.00 , 3.00 ,1,0,producto,intermedio,No
 0.90 , 0.93 ,3, 209.00 , 3.00 ,0,0,producto,intermedio,No
 0.82 , 0.89 ,4, 239.00 , 2.00 ,0,0,producto,intermedio,No
 0.59 , 0.48 ,3, 197.00 , 3.00 ,0,0,producto,intermedio,No
 0.97 , 0.57 ,4, 150.00 , 2.00 ,0,0,IT,intermedio,No
 0.69 , 0.88 ,3, 164.00 , 10.00 ,0,0,gerencia,intermedio,No
 0.73 , 0.84 ,3, 216.00 , 8.00 ,0,0,gerencia,intermedio,No
 0.48 , 0.74 ,2, 271.00 , 8.00 ,1,0,gerencia,intermedio,No
 0.94 , 0.49 ,4, 176.00 , 8.00 ,0,0,gerencia,intermedio,No
 0.74 , 0.73 ,3, 156.00 , 8.00 ,0,0,gerencia,intermedio,No
 0.65 , 0.63 ,4, 143.00 , 8.00 ,0,0,gerencia,intermedio,No
 0.93 , 0.94 ,4, 233.00 , 6.00 ,0,0,IT,intermedio,No
 0.57 , 0.67 ,3, 138.00 , 6.00 ,1,0,IT,intermedio,No
 0.90 , 0.49 ,3, 259.00 , 6.00 ,0,0,IT,intermedio,No
 0.55 , 0.86 ,4, 169.00 , 6.00 ,0,0,IT,intermedio,No
 0.59 , 0.73 ,3, 172.00 , 6.00 ,0,0,producto,intermedio,No
 0.72 , 0.98 ,4, 156.00 , 3.00 ,0,0,producto,intermedio,No
 0.87 , 0.52 ,4, 140.00 , 3.00 ,0,0,producto,intermedio,No
 0.86 , 0.82 ,4, 212.00 , 2.00 ,0,0,producto,intermedio,No
 0.61 , 0.50 ,4, 269.00 , 3.00 ,0,0,IT,intermedio,No
 0.45 , 0.63 ,5, 111.00 , 5.00 ,0,0,gerencia,intermedio,No
 0.51 , 0.63 ,4, 198.00 , 2.00 ,0,0,gerencia,intermedio,No
 0.87 , 0.92 ,4, 263.00 , 3.00 ,0,0,gerencia,intermedio,No
 0.29 , 0.38 ,5, 191.00 , 5.00 ,0,0,gerencia,intermedio,No
 0.57 , 0.64 ,3, 188.00 , 3.00 ,0,0,gerencia,intermedio,No
 0.69 , 0.83 ,4, 252.00 , 3.00 ,0,0,gerencia,intermedio,No
 0.61 , 0.90 ,2, 142.00 , 3.00 ,0,0,marketing,alto,No
 0.96 , 0.85 ,4, 247.00 , 3.00 ,0,0,ventas,alto,No
 0.16 , 0.61 ,6, 269.00 , 2.00 ,0,0,contabilidad,alto,No
 0.96 , 0.82 ,4, 244.00 , 3.00 ,0,0,soporte,alto,No
 0.77 , 0.81 ,4, 164.00 , 3.00 ,0,0,tecnico,alto,No
 0.85 , 0.87 ,6, 232.00 , 5.00 ,0,0,gerencia,alto,No
 0.37 , 0.49 ,3, 177.00 , 3.00 ,0,0,marketing,alto,No
 0.68 , 0.65 ,3, 173.00 , 3.00 ,1,0,marketing,alto,No
 0.87 , 0.60 ,5, 165.00 , 2.00 ,1,0,marketing,alto,No
 0.95 , 0.80 ,3, 225.00 , 2.00 ,0,0,ventas,alto,No
 0.84 , 0.63 ,3, 121.00 , 3.00 ,1,0,ventas,bajo,No
 0.44 , 0.51 ,2, 219.00 , 4.00 ,0,0,ventas,bajo,No
 0.94 , 0.73 ,4, 204.00 , 2.00 ,0,0,ventas,bajo,No
 0.85 , 0.94 ,5, 235.00 , 4.00 ,0,0,ventas,bajo,No
 0.75 , 0.51 ,2, 215.00 , 2.00 ,1,0,ventas,bajo,No
 0.76 , 0.67 ,5, 243.00 , 3.00 ,0,0,ventas,bajo,No
 0.13 , 0.97 ,4, 162.00 , 6.00 ,0,0,ventas,bajo,No
 0.60 , 0.79 ,4, 262.00 , 3.00 ,0,0,ventas,bajo,No
 0.45 , 0.55 ,4, 206.00 , 2.00 ,0,0,ventas,bajo,No
 0.49 , 1.00 ,2, 125.00 , 4.00 ,1,0,ventas,bajo,No
 0.19 , 0.36 ,3, 167.00 , 5.00 ,0,0,ventas,bajo,No
 0.68 , 0.89 ,5, 218.00 , 5.00 ,0,0,ventas,bajo,No
 0.53 , 0.91 ,5, 181.00 , 3.00 ,0,0,ventas,bajo,No
 1.00 , 0.77 ,5, 269.00 , 3.00 ,0,0,ventas,bajo,No
 0.99 , 0.86 ,3, 167.00 , 2.00 ,0,0,ventas,bajo,No
 0.29 , 0.75 ,6, 271.00 , 10.00 ,0,0,ventas,intermedio,No
 0.54 , 0.83 ,4, 201.00 , 8.00 ,1,0,ventas,intermedio,No
 0.25 , 0.90 ,6, 229.00 , 8.00 ,0,0,ventas,intermedio,No
 0.71 , 0.76 ,4, 148.00 , 8.00 ,0,0,contabilidad,intermedio,No
 0.96 , 0.84 ,3, 147.00 , 8.00 ,0,0,contabilidad,intermedio,No
 0.80 , 0.90 ,4, 211.00 , 8.00 ,0,0,contabilidad,intermedio,No
 0.82 , 0.87 ,5, 145.00 , 6.00 ,0,0,recursos_humanos,intermedio,No
 0.19 , 0.97 ,6, 269.00 , 6.00 ,0,0,recursos_humanos,intermedio,No
 0.43 , 0.74 ,4, 129.00 , 6.00 ,0,0,recursos_humanos,intermedio,No
 0.62 , 0.84 ,3, 270.00 , 6.00 ,0,0,recursos_humanos,intermedio,No
 0.75 , 0.85 ,3, 250.00 , 6.00 ,0,0,tecnico,intermedio,No
 0.56 , 0.48 ,5, 192.00 , 2.00 ,1,0,tecnico,intermedio,No
 0.88 , 0.91 ,4, 233.00 , 4.00 ,0,0,tecnico,alto,No
 0.63 , 0.57 ,4, 192.00 , 3.00 ,0,0,tecnico,alto,No
 0.75 , 0.93 ,3, 247.00 , 2.00 ,0,0,tecnico,alto,No
 0.74 , 1.00 ,4, 192.00 , 4.00 ,0,0,tecnico,alto,No
 0.55 , 0.68 ,3, 178.00 , 3.00 ,1,0,tecnico,alto,No
 0.87 , 0.55 ,4, 197.00 , 3.00 ,0,0,tecnico,alto,No
 0.13 , 0.90 ,5, 264.00 , 6.00 ,0,0,tecnico,alto,No
 0.33 , 0.64 ,2, 274.00 , 3.00 ,1,0,tecnico,alto,No
 0.89 , 0.97 ,4, 147.00 , 2.00 ,0,0,tecnico,bajo,No
 0.56 , 0.94 ,3, 154.00 , 3.00 ,1,0,soporte,bajo,No
 0.95 , 0.61 ,3, 224.00 , 2.00 ,1,0,soporte,bajo,No
 0.57 , 0.59 ,4, 250.00 , 2.00 ,0,0,soporte,bajo,No
 0.72 , 0.53 ,3, 179.00 , 3.00 ,0,0,soporte,bajo,No
 0.28 , 0.44 ,4, 170.00 , 2.00 ,0,0,soporte,bajo,No
 0.54 , 0.61 ,4, 118.00 , 5.00 ,0,0,soporte,bajo,No
 0.54 , 0.95 ,4, 256.00 , 3.00 ,0,0,soporte,bajo,No
 0.99 , 0.80 ,3, 209.00 , 2.00 ,0,0,soporte,intermedio,No
 0.37 , 0.69 ,2, 146.00 , 3.00 ,0,0,soporte,intermedio,No
 0.77 , 0.87 ,3, 275.00 , 4.00 ,1,0,soporte,intermedio,No
 0.70 , 0.88 ,4, 180.00 , 2.00 ,0,0,soporte,intermedio,No
 0.80 , 0.74 ,3, 228.00 , 3.00 ,0,0,tecnico,intermedio,No
 0.52 , 0.63 ,3, 204.00 , 3.00 ,0,0,tecnico,intermedio,No
 0.69 , 0.55 ,3, 172.00 , 2.00 ,0,0,tecnico,intermedio,No
 0.60 , 0.62 ,5, 274.00 , 3.00 ,0,0,gerencia,intermedio,No
 0.74 , 0.64 ,3, 136.00 , 2.00 ,0,0,IT,intermedio,No
 0.69 , 0.82 ,4, 252.00 , 3.00 ,1,0,IT,intermedio,No
 0.78 , 0.89 ,4, 137.00 , 3.00 ,0,0,IT,intermedio,No
 0.77 , 0.75 ,4, 191.00 , 3.00 ,0,0,IT,intermedio,No
 0.91 , 0.68 ,4, 132.00 , 4.00 ,0,0,IT,intermedio,No
 0.54 , 0.68 ,6, 249.00 , 5.00 ,0,0,producto,intermedio,No
 0.48 , 0.77 ,6, 274.00 , 6.00 ,0,0,producto,intermedio,No
 0.55 , 0.96 ,3, 194.00 , 3.00 ,0,0,producto,intermedio,No
 0.17 , 0.36 ,6, 191.00 , 2.00 ,0,0,producto,intermedio,No
 0.77 , 0.83 ,5, 216.00 , 4.00 ,0,0,IT,intermedio,No
 0.93 , 0.98 ,3, 241.00 , 3.00 ,0,0,IT,intermedio,No
 0.65 , 0.91 ,4, 243.00 , 5.00 ,1,0,IT,intermedio,No
 0.67 , 0.52 ,4, 207.00 , 3.00 ,0,0,IT,intermedio,No
 0.95 , 0.88 ,3, 199.00 , 3.00 ,0,0,IT,intermedio,No
 0.61 , 0.97 ,6, 286.00 , 4.00 ,0,0,producto,intermedio,No
 0.57 , 0.39 ,4, 132.00 , 3.00 ,0,0,producto,alto,No
 0.65 , 1.00 ,4, 229.00 , 4.00 ,0,0,producto,bajo,No
 0.85 , 0.81 ,4, 260.00 , 3.00 ,0,0,producto,intermedio,No
 0.61 , 0.96 ,3, 214.00 , 2.00 ,0,0,IT,intermedio,No
 0.65 , 0.90 ,6, 217.00 , 4.00 ,1,1,laboratorio,intermedio,No
 0.92 , 0.93 ,4, 225.00 , 2.00 ,0,1,laboratorio,intermedio,No
 0.37 , 0.41 ,2, 113.00 , 3.00 ,0,1,laboratorio,intermedio,No
 0.48 , 0.77 ,5, 250.00 , 2.00 ,0,1,laboratorio,intermedio,No
 0.82 , 0.91 ,5, 271.00 , 2.00 ,0,1,laboratorio,intermedio,No
 0.84 , 0.75 ,4, 135.00 , 3.00 ,0,1,laboratorio,intermedio,No
 0.57 , 0.46 ,2, 100.00 , 6.00 ,1,1,marketing,intermedio,No
 0.80 , 0.75 ,4, 224.00 , 3.00 ,0,1,ventas,intermedio,No
 0.49 , 0.91 ,4, 134.00 , 4.00 ,0,0,contabilidad,bajo,No
 0.79 , 0.82 ,5, 158.00 , 2.00 ,0,0,soporte,bajo,No
 0.48 , 0.67 ,3, 183.00 , 2.00 ,0,0,tecnico,bajo,No
 0.28 , 0.89 ,4, 97.00 , 6.00 ,0,0,gerencia,bajo,No
 0.47 , 0.56 ,4, 226.00 , 3.00 ,0,0,marketing,bajo,No
 0.91 , 0.60 ,4, 235.00 , 4.00 ,1,0,marketing,bajo,No
 0.75 , 0.60 ,4, 186.00 , 10.00 ,1,0,marketing,bajo,No
 0.61 , 0.89 ,3, 242.00 , 10.00 ,0,0,ventas,alto,No
 0.47 , 0.79 ,3, 284.00 , 10.00 ,0,0,ventas,bajo,No
 0.22 , 0.70 ,2, 274.00 , 10.00 ,0,0,ventas,alto,No
 0.50 , 0.48 ,4, 130.00 , 10.00 ,0,0,ventas,alto,No
 0.56 , 0.87 ,3, 146.00 , 10.00 ,0,0,ventas,bajo,No
 0.84 , 0.85 ,4, 207.00 , 10.00 ,0,0,ventas,bajo,No
 0.69 , 0.72 ,4, 210.00 , 2.00 ,1,0,ventas,alto,No
 0.53 , 0.64 ,3, 143.00 , 2.00 ,0,0,ventas,bajo,No
 0.17 , 0.57 ,4, 116.00 , 3.00 ,0,0,ventas,intermedio,No
 0.48 , 0.71 ,2, 162.00 , 3.00 ,1,0,ventas,alto,No
 0.94 , 0.51 ,3, 242.00 , 3.00 ,0,0,ventas,intermedio,No
 0.77 , 0.89 ,4, 153.00 , 7.00 ,0,0,ventas,intermedio,No
 1.00 , 0.72 ,5, 194.00 , 7.00 ,1,0,ventas,intermedio,No
 0.49 , 0.65 ,4, 233.00 , 7.00 ,0,0,ventas,intermedio,No
 0.93 , 0.73 ,4, 283.00 , 7.00 ,0,0,ventas,alto,No
 0.38 , 0.43 ,3, 188.00 , 7.00 ,0,0,ventas,intermedio,No
 0.60 , 0.54 ,4, 182.00 , 6.00 ,0,0,ventas,intermedio,No
 0.50 , 0.82 ,2, 286.00 , 6.00 ,0,0,ventas,intermedio,No
 0.97 , 0.55 ,5, 212.00 , 6.00 ,0,0,ventas,alto,No
 0.93 , 0.95 ,5, 176.00 , 6.00 ,0,1,contabilidad,intermedio,No
 0.50 , 1.00 ,5, 264.00 , 8.00 ,0,1,contabilidad,alto,No
 0.52 , 0.84 ,3, 261.00 , 8.00 ,0,1,contabilidad,bajo,No
 0.50 , 0.71 ,4, 163.00 , 8.00 ,0,1,recursos_humanos,intermedio,No
 0.55 , 0.40 ,3, 139.00 , 8.00 ,0,1,recursos_humanos,intermedio,No
 0.95 , 0.84 ,3, 261.00 , 8.00 ,1,1,recursos_humanos,intermedio,No
 0.48 , 0.42 ,2, 275.00 , 6.00 ,1,1,recursos_humanos,intermedio,No
 0.51 , 0.39 ,5, 132.00 , 6.00 ,1,1,tecnico,bajo,No
 0.96 , 0.48 ,3, 202.00 , 6.00 ,0,0,tecnico,bajo,No
