,fund_name,fund_category,category_return_2009,fund_return_2008,category_return_2008,fund_return_2007,category_return_2007,fund_return_2006,category_return_2006,fund_return_2005,category_return_2005,fund_return_2004,category_return_2004,fund_return_2003,category_return_2003,fund_return_2002,category_return_2002,fund_return_2001,category_return_2001,fund_return_2000,category_return_2000,fund_alpha_3years,fund_beta_3years,fund_mean_annual_return_3years,fund_r_squared_3years,fund_stdev_3years,fund_sharpe_ratio_3years,fund_treynor_ratio_3years,fund_alpha_5years,fund_beta_5years,fund_mean_annual_return_5years,fund_r_squared_5years,fund_stdev_5years,fund_sharpe_ratio_5years,fund_treynor_ratio_5years,fund_alpha_10years,fund_beta_10years,fund_mean_annual_return_10years,fund_r_squared_10years,fund_stdev_10years,fund_sharpe_ratio_10years,fund_treynor_ratio_10years
1690,BMO Disciplined International E,Small Blend,0.32673,-0.37491,-0.40663,0.01671,-0.04847,0.16592,0.16837,0.0,0.06375,0.0,0.20303,0.0,0.42767,0.0,-0.17621,0.0,0.04157,0.0,0.0,-8.84,1.28,1.25,82.82,25.97,0.53,8.6,-4.42,1.25,1.43,75.35,21.55,0.74,11.73,-3.33,1.2,1.2,76.74,18.68,0.74,10.62
1691,Braddock Multi-Strategy Income ,Small Growth,0.37529,-0.41,-0.42753,0.07772,0.09557,0.1337,0.10678,0.08748,0.07208,0.15186,0.16975,0.48047,0.44402,-0.38943,-0.28259,-0.08869,-0.0669,0.0,0.0,-7.09,1.2,1.27,83.41,24.23,0.58,9.91,-2.7,1.18,1.47,75.87,20.24,0.81,13.27,-2.29,1.14,1.22,76.31,17.81,0.78,11.54
1692,Braddock Multi-Strategy Income ,Muni National Short,0.0435,0.0,0.04122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34,0.51,0.24,85.45,2.22,0.74,3.2,-0.42,0.49,0.15,81.0,2.16,0.3,1.26,-0.47,0.43,0.14,72.91,1.83,0.6,2.55
1693,Braddock Multi-Strategy Income ,Small Growth,0.37529,0.0,-0.42753,0.0,0.09557,0.0,0.10678,0.0,0.07208,0.0,0.16975,0.0,0.44402,0.0,-0.28259,0.0,-0.0669,0.0,0.0,-11.55,1.11,0.78,81.33,22.79,0.35,5.11,-9.25,1.11,0.83,76.93,18.9,0.46,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1694,Lord Abbett Bond Debenture Fund,Trading--Inverse Equity,-0.56517,0.0,0.38633,0.0,-0.07676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.2,-3.01,-4.69,82.1,61.8,-0.93,18.37,-5.02,-2.97,-4.36,79.89,50.01,-1.07,16.81,-5.65,-2.97,-3.94,81.01,44.94,-1.07,15.22
1695,BlackRock Global Long/Short Equ,Small Blend,0.32673,0.0,-0.40663,0.0,-0.04847,0.0,0.16837,0.0,0.06375,0.0,0.20303,0.0,0.42767,0.0,-0.17621,0.0,0.04157,0.0,0.0,-7.93,0.79,0.61,67.74,17.89,0.34,5.91,-4.56,0.78,0.77,58.16,15.28,0.53,9.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1696,BlackRock Global Long/Short Equ,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1697,BlackRock Global Long/Short Equ,Technology,0.76085,0.0,-0.4716,0.0,0.08189,0.0,0.09552,0.0,0.01256,0.0,0.06733,0.0,0.65015,0.0,-0.44541,0.0,-0.32203,0.0,-0.42203,17.54,1.23,3.0,80.56,24.66,1.41,30.34,16.59,1.23,2.87,67.86,21.71,1.53,29.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1698,BlackRock Global Long/Short Cre,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1699,iShares MSCI Total Internationa,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700,iShares MSCI Total Internationa,Small Blend,0.32673,0.0,-0.40663,0.0,-0.04847,0.0,0.16837,0.0,0.06375,0.0,0.20303,0.0,0.42767,0.0,-0.17621,0.0,0.04157,0.0,0.0,-9.84,1.13,0.95,77.34,23.86,0.43,6.74,-5.63,1.1,1.12,67.86,19.95,0.61,9.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1701,iShares MSCI Total Internationa,Muni National Short,0.0435,0.0,0.04122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.31,0.21,88.36,1.32,0.95,4.06,-0.08,0.31,0.14,84.11,1.32,0.44,1.89,-0.14,0.23,0.11,69.7,1.03,0.7,3.06
1702,BlackRock Advantage Small Cap C,Small Blend,0.32673,0.0,-0.40663,0.0,-0.04847,0.0,0.16837,0.0,0.06375,0.0,0.20303,0.0,0.42767,0.0,-0.17621,0.0,0.04157,0.0,0.0,-6.81,0.88,0.83,83.13,17.91,0.49,8.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1703,BlackRock Advantage Small Cap C,Trading--Inverse Equity,-0.56517,0.56163,0.38633,0.0,-0.07676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,-2.01,-2.76,72.74,43.9,-0.78,18.23,-1.36,-2.02,-2.76,71.74,35.86,-0.96,17.06,11.22,-2.34,-1.79,67.63,38.82,-0.57,11.12
1704,BMO Aggressive Allocation Fund-,Miscellaneous Sector,0.31262,-0.60954,-0.33986,0.0,0.01815,0.0,0.1485,0.0,0.0159,0.0,0.14628,0.0,0.26847,0.0,-0.1862,0.0,-0.0085,0.0,0.05371,17.8,1.44,3.27,69.46,31.09,1.22,27.45,7.2,1.4,2.28,65.61,25.1,1.04,18.73,0.3,1.39,1.22,63.7,24.53,0.57,8.4
1705,BlackRock Advantage Small Cap C,Bank Loan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.94,-0.02,0.02,0.01,6.6,-0.15,62.85,0.65,-0.06,0.14,0.13,5.24,0.1,-6.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1706,BlackRock Advantage Small Cap C,Large Blend,0.32264,0.0,-0.38047,0.0,0.04402,0.0,0.15549,0.0,0.04685,0.0,0.12554,0.0,0.29092,0.0,-0.17842,0.0,-0.05751,0.0,-0.05243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1707,BMO Aggressive Allocation Fund-,Technology,0.76085,0.0,-0.4716,0.0,0.08189,0.0,0.09552,0.0,0.01256,0.0,0.06733,0.0,0.65015,0.0,-0.44541,0.0,-0.32203,0.0,-0.42203,5.46,1.26,2.03,86.06,24.33,0.95,17.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1708,BMO Aggressive Allocation Fund ,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1709,BMO Aggressive Allocation Fund-,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710,BMO Conservative Allocation Fun,Trading--Leveraged Equity,0.6239,0.0,-0.68494,0.0,0.11247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.27,3.78,7.28,76.99,79.9,1.08,17.85,28.12,3.81,7.62,65.93,70.46,1.28,23.16,6.83,3.91,5.26,66.2,65.39,0.96,12.73
1711,BMO Conservative Allocation Fun,Technology,0.76085,0.0,-0.4716,0.0,0.08189,0.0,0.09552,0.0,0.01256,0.0,0.06733,0.0,0.65015,0.0,-0.44541,0.0,-0.32203,0.0,-0.42203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1712,BMO Conservative Allocation Fun,Trading--Inverse Equity,-0.56517,0.0,0.38633,0.0,-0.07676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-94.91,-2.53,-11.54,43.52,71.43,-1.96,33.11,-85.12,-2.59,-10.53,39.61,62.05,-2.06,30.81,-49.89,-2.95,-7.6,48.15,57.83,-1.59,23.22
1713,BMO Conservative Allocation Fun,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.46,0.58,1.16,36.66,14.64,0.86,21.33,0.83,0.68,0.28,30.87,15.53,0.14,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1714,Federated Hermes Prudent Bear F,Intermediate-Term Bond,0.08281,0.06777,0.04235,0.0,0.06573,0.0,0.04126,0.0,0.02161,0.0,0.03989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,1.01,0.44,99.89,3.52,1.16,4.02,-0.1,1.01,0.25,99.92,3.28,0.56,1.78,-0.11,1.0,0.27,99.92,3.02,0.89,2.67
1715,BlackRock Emerging Markets Flex,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1716,BlackRock Emerging Markets Allo,Large Blend,0.32264,0.0,-0.38047,0.0,0.04402,0.0,0.15549,0.0,0.04685,0.0,0.12554,0.0,0.29092,0.0,-0.17842,0.0,-0.05751,0.0,-0.05243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1717,BlackRock Emerging Markets Allo,Corporate Bond,0.13673,0.0,-0.01529,0.0,0.0373,0.0,0.0396,0.0,0.01,0.0,0.05913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,1.59,0.66,58.13,7.14,0.94,4.23,1.15,1.45,0.42,61.64,5.92,0.66,2.64,0.53,1.36,0.41,66.94,4.97,0.87,3.16
1718,The Beehive Fund,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1719,BlackRock Emerging Markets Allo,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1720,American Century International ,Trading--Inverse Equity,-0.56517,0.0,0.38633,0.0,-0.07676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.91,-0.9,-1.55,96.43,17.09,-1.17,21.72,-3.18,-0.9,-1.4,96.73,13.88,-1.3,19.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1721,Sterling Capital Equity Income,Large Value,0.25157,0.0,-0.35846,0.0,0.01809,0.0,0.20182,0.0,0.05311,0.0,0.14458,0.0,0.30804,0.0,-0.17206,0.0,-0.0626,0.0,0.06973,-10.18,1.13,0.92,82.23,23.07,0.42,6.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722,Mutual Beacon Fd Cl Z (Series ,Foreign Large Blend,0.38882,-0.42763,-0.44749,0.0,0.29141,0.0,0.19521,0.0,0.19425,0.0,0.19488,0.0,0.44137,0.0,-0.14519,0.0,-0.19887,0.0,0.03012,-0.21,1.02,0.88,97.95,18.22,0.51,7.87,-0.16,1.01,0.97,97.71,14.95,0.7,9.72,0.74,0.98,0.59,98.16,14.97,0.43,5.63
1723,BlackRock Emerging Markets Bond,Diversified Emerging Mkts,0.70114,-0.50821,-0.492,0.0,0.40484,0.0,0.29363,0.0,0.33696,0.0,0.28617,0.0,0.50479,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.95,1.05,84.94,18.23,0.62,10.74,1.89,0.98,1.11,81.95,15.85,0.77,11.81,-0.83,1.05,0.49,83.72,17.33,0.31,3.71
1724,BlackRock Emerging Markets Bond,Europe Stock,0.45163,-0.43935,-0.5025,0.1363,0.12364,0.26761,0.3424,0.07391,0.09267,0.15259,0.25554,0.35498,0.43609,0.0,-0.15115,0.0,-0.19222,0.0,-0.09983,0.92,1.06,1.0,93.83,19.29,0.56,8.92,-0.98,1.06,0.94,90.35,16.31,0.62,8.75,-0.32,1.03,0.52,90.54,16.26,0.35,4.37
1725,Boston Partners Emerging Market,Preferred Stock,0.33004,0.0,-0.28242,0.0,-0.16048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.93,0.61,6.44,12.47,0.49,5.94,1.88,0.87,0.39,7.77,9.91,0.35,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1726,Brandes Emerging Markets Value ,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,1.01,1.31,99.78,18.21,0.8,13.67,0.12,1.01,1.25,99.66,14.71,0.94,13.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1727,Brandes Emerging Markets Value ,Large Growth,0.41318,0.0,-0.41574,0.0,0.09633,0.0,0.0998,0.0,0.02725,0.0,0.0698,0.0,0.30929,0.0,-0.27831,0.0,-0.19168,0.0,-0.3694,-0.16,1.2,1.86,90.81,23.28,0.9,16.85,2.24,1.18,1.88,88.44,18.73,1.14,18.52,0.8,1.11,1.43,89.1,16.0,1.04,14.88
1728,Brandes Emerging Markets Value ,Large Blend,0.32264,0.0,-0.38047,0.0,0.04402,0.0,0.15549,0.0,0.04685,0.0,0.12554,0.0,0.29092,0.0,-0.17842,0.0,-0.05751,0.0,-0.05243,-3.4,1.61,2.2,81.83,33.05,0.76,13.57,-2.49,1.58,2.04,78.39,26.73,0.87,13.84,-7.31,1.61,1.35,79.78,24.54,0.64,8.34
1729,Brandes Emerging Markets Value ,Large Value,0.25157,0.0,-0.35846,0.0,0.01809,0.0,0.20182,0.0,0.05311,0.0,0.14458,0.0,0.30804,0.0,-0.17206,0.0,-0.0626,0.0,0.06973,-9.57,0.99,0.76,78.67,20.64,0.38,6.05,-8.5,0.97,0.71,76.29,16.68,0.44,6.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1730,American Century Equity Growth ,Large Blend,0.32264,-0.45849,-0.38047,0.16397,0.04402,0.04661,0.15549,0.0,0.04685,0.0,0.12554,0.0,0.29092,0.0,-0.17842,0.0,-0.05751,0.0,-0.05243,1.92,0.92,1.62,95.33,17.43,1.04,19.86,0.04,0.92,1.36,94.93,14.22,1.06,16.5,1.52,0.89,1.24,93.8,12.51,1.13,16.12
1731,American Century Equity Growth ,High Yield Bond,0.41327,0.0,-0.29406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07427,0.0,0.0,0.0,0.0,0.0,0.0,3.85,0.7,0.66,6.81,9.19,0.73,9.28,3.42,0.75,0.5,10.68,7.33,0.66,6.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1732,Chartwell Mid Cap Value Fund,Corporate Bond,0.13673,0.0,-0.01529,0.0,0.0373,0.0,0.0396,0.0,0.01,0.0,0.05913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.94,0.5,43.15,4.89,0.99,5.18,1.01,0.9,0.32,50.17,4.07,0.67,2.99,0.9,0.88,0.33,54.41,3.57,0.94,3.81
1733,Chartwell Income Fund,Inflation-Protected Bond,0.11283,-0.02346,-0.02425,0.0,0.11459,0.0,0.00291,0.0,0.02646,0.0,0.08211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,1.03,0.54,69.3,4.21,1.24,5.18,1.12,0.99,0.35,70.95,3.77,0.8,3.03,-0.68,1.26,0.29,67.51,4.58,0.62,2.2
1734,William Blair Emerging Markets ,Long-Term Bond,0.06975,0.0,0.04171,0.0,0.03732,0.0,0.0396,0.0,0.01002,0.0,0.05913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.47,2.75,0.91,66.01,11.58,0.84,3.46,1.02,2.54,0.58,67.64,9.9,0.59,2.18,-0.08,2.57,0.64,69.66,9.2,0.77,2.68
1735,Baron Emerging Markets Fd Retai,Large Blend,0.32264,-0.36903,-0.38047,0.06189,0.04402,0.15384,0.15549,0.0,0.04685,0.0,0.12554,0.0,0.29092,0.0,-0.17842,0.0,-0.05751,0.0,-0.05243,-0.06,1.01,1.58,99.93,18.64,0.95,17.37,-0.01,1.0,1.46,99.9,15.05,1.08,16.49,-0.19,1.0,1.23,99.84,13.67,1.03,14.01
1736,Baron Emerging Markets Fd Inst ,Intermediate Government,-0.006,0.0,0.12157,0.0,0.0,0.0,0.0,0.0,0.02266,0.0,0.04436,0.0,0.02047,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.45,0.31,59.54,2.09,1.22,5.49,-0.08,0.55,0.18,70.42,2.15,0.46,1.73,0.14,0.6,0.2,74.08,2.1,0.87,3.01
1737,Baron Emerging Markets Fund R6 ,Mid-Cap Blend,0.41986,-0.38747,-0.3965,0.05275,0.05944,0.13266,0.12485,0.0,0.11817,0.0,0.19735,0.0,0.38457,0.0,-0.16149,0.0,-0.00152,0.0,0.17077,-8.16,1.22,1.23,89.8,23.91,0.56,9.22,-5.01,1.2,1.31,85.3,19.46,0.75,11.31,-4.49,1.18,1.08,85.28,17.4,0.71,9.65
1738,"The Bond Fund of America, Class",Large Growth,0.41318,0.0,-0.41574,0.0,0.09633,0.0,0.0998,0.0,0.02725,0.0,0.0698,0.0,0.30929,0.0,-0.27831,0.0,-0.19168,0.0,-0.3694,2.03,0.87,1.55,83.91,17.51,0.99,19.94,3.3,0.87,1.56,80.87,14.56,1.2,20.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739,"The Bond Fund of America, Class",Large Blend,0.32264,0.0,-0.38047,0.0,0.04402,0.0,0.15549,0.0,0.04685,0.0,0.12554,0.0,0.29092,0.0,-0.17842,0.0,-0.05751,0.0,-0.05243,-1.96,0.87,1.22,95.03,16.53,0.81,14.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740,American Funds Corporate Bond F,Large Blend,0.32264,0.0,-0.38047,0.0,0.04402,0.0,0.15549,0.0,0.04685,0.0,0.12554,0.0,0.29092,0.0,-0.17842,0.0,-0.05751,0.0,-0.05243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1741,American Funds Corporate Bond F,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1742,American Funds Corporate Bond F,Short-Term Bond,0.05046,0.0,0.02696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.33,0.29,26.71,2.21,1.04,6.97,0.73,0.31,0.2,30.54,1.8,0.74,4.29,0.78,0.25,0.17,26.73,1.48,1.01,5.87
1743,American Funds Corporate Bond F,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1744,The Bond Fund of America - Clas,Small Blend,0.32673,0.0,-0.40663,0.0,-0.04847,0.0,0.16837,0.0,0.06375,0.0,0.20303,0.0,0.42767,0.0,-0.17621,0.0,0.04157,0.0,0.0,-8.42,1.28,1.28,82.99,25.92,0.54,8.97,-4.2,1.25,1.44,77.24,21.26,0.76,11.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1745,BlackRock Capital Appreciation ,Intermediate Government,-0.006,0.11478,0.12157,0.0,0.0,0.0,0.0,0.0,0.02266,0.0,0.04436,0.0,0.02047,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.77,0.4,56.84,3.57,1.02,4.66,-0.13,0.76,0.21,64.02,3.12,0.43,1.69,-0.3,0.74,0.2,70.52,2.68,0.66,2.35
1746,Baron Focused Growth Fund Retai,Long Government,-0.16106,0.24148,0.28814,0.0,0.10177,0.0,0.01744,0.0,0.08444,0.0,0.08879,0.0,0.01748,0.0,0.0,0.0,0.0,0.0,0.0,-6.14,3.31,0.71,73.43,13.25,0.55,2.03,-3.48,3.18,0.31,76.64,11.69,0.22,0.61,-2.89,3.36,0.59,72.95,11.78,0.55,1.77
1747,Baron Focused Growth Fund Inst ,Large Blend,0.32264,-0.36807,-0.38047,0.05424,0.04402,0.14918,0.15549,0.06896,0.04685,0.10026,0.12554,0.26624,0.29092,-0.21219,-0.17842,-0.10182,-0.05751,0.0,-0.05243,-0.89,1.03,1.55,99.74,19.07,0.9,16.41,-0.45,1.02,1.45,99.56,15.37,1.06,15.98,-0.61,1.02,1.21,99.44,13.96,1.0,13.54
1748,Baron Focused Growth Fund R6 Sh,Short Government,0.00536,0.0,0.04708,0.0,0.07302,0.0,0.03829,0.0,0.01481,0.0,0.00798,0.0,0.01783,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.16,0.22,24.25,1.2,1.28,8.96,-0.26,0.25,0.11,42.76,1.26,0.18,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749,American Funds Inflation Linked,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750,American Funds Inflation Linked,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1751,American Funds Inflation Linked,Trading--Leveraged Equity,0.6239,0.0,-0.68494,0.0,0.11247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.42,2.06,2.86,99.64,38.29,0.86,14.17,-3.03,2.06,2.64,99.67,30.95,0.99,14.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752,American Funds Inflation Linked,Large Value,0.25157,0.0,-0.35846,0.0,0.01809,0.0,0.20182,0.0,0.05311,0.0,0.14458,0.0,0.30804,0.0,-0.17206,0.0,-0.0626,0.0,0.06973,-7.81,1.17,1.18,84.54,23.62,0.55,9.08,-5.5,1.14,1.19,82.39,18.82,0.7,10.52,-3.62,1.09,1.04,84.52,16.13,0.74,10.22
1753,Baron FinTech Fund Institutiona,Large Value,0.25157,0.0,-0.35846,0.0,0.01809,0.0,0.20182,0.0,0.05311,0.0,0.14458,0.0,0.30804,0.0,-0.17206,0.0,-0.0626,0.0,0.06973,-10.4,1.31,1.17,79.82,27.24,0.47,7.28,-6.66,1.3,1.31,77.19,22.19,0.66,9.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1754,Baron FinTech Fund Retail Share,Corporate Bond,0.13673,0.0,-0.01529,0.0,0.0373,0.0,0.0396,0.0,0.01,0.0,0.05913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,1.58,0.66,65.55,6.68,1.01,4.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1755,Baron FinTech Fund R6 Shares,Large Blend,0.32264,0.0,-0.38047,0.0,0.04402,0.0,0.15549,0.0,0.04685,0.0,0.12554,0.0,0.29092,0.0,-0.17842,0.0,-0.05751,0.0,-0.05243,1.3,0.97,1.64,99.84,17.94,1.02,19.04,1.0,0.97,1.5,99.65,14.59,1.15,17.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756,Lord Abbett Multi-Asset Balance,Large Blend,0.32264,0.0,-0.38047,0.0,0.04402,0.0,0.15549,0.0,0.04685,0.0,0.12554,0.0,0.29092,0.0,-0.17842,0.0,-0.05751,0.0,-0.05243,0.81,0.98,1.61,99.3,18.16,0.99,18.43,0.3,0.98,1.45,98.84,14.72,1.1,16.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1757,BlackRock Core Bond Portfolio -,Trading--Inverse Equity,-0.56517,0.0,0.38633,0.0,-0.07676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.55,-2.31,-5.44,80.51,48.0,-1.39,24.2,-20.08,-2.35,-4.78,82.14,39.06,-1.5,21.24,-15.46,-2.5,-4.2,88.29,36.27,-1.41,17.97
1758,BlackRock Low Duration Bond Por,Large Blend,0.32264,0.0,-0.38047,0.0,0.04402,0.0,0.15549,0.0,0.04685,0.0,0.12554,0.0,0.29092,0.0,-0.17842,0.0,-0.05751,0.0,-0.05243,-3.09,0.98,1.29,97.92,18.33,0.78,13.78,-3.25,0.98,1.16,97.08,14.94,0.85,12.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
